Part,Positives,Negatives,Effects
Part_SM_HYP_Material_XZ,Skin,,
Part_SM_HYP_Material_Fork2,Skin,,
Part_SM_HYP_Material_JustCaustic,Skin,,
Part_SM_HYP_Rail_01,Weapon Shield Cap +15%,,
Part_SM_HYP_Rail_02,Reload Time -5%,,
Part_SM_HYP_Rail_03,Mag Size +10%,"Acc +10%, Dmg -5%",
Part_SM_HYP_Scope_01,2.6x,,
Part_SM_HYP_Shield_01,"Weapon Shield Cap +15%, Reload Time -5%",,
Part_SM_HYP_Shield_02,"Acc -10%, Fire Rate +5%",,
Part_SM_HYP_Shield_03,"Weapon Sway -30%, Dmg +5%",,
Part_SM_HYP_Shield_04,"Recoil Height -30%, Acc -10%",,
Part_SM_HYP_Stock_01,"Recoil Width -30%, Fire Rate +5%",,
Part_SM_HYP_Stock_02,Acc -20%,,
Part_SM_HYP_Stock_03,"Recoil Height -15%, Dmg +5%",,
Part_SM_MAL_Barrel_01_A,Acc Bloom -25%,,
Part_SM_MAL_Barrel_01_B,Fire Rate +10%,,
Part_SM_MAL_Barrel_01_C,Fire Rate +10%,,
Part_SM_MAL_Barrel_02,Splash Dmg Radius +75,,
Part_SM_MAL_Barrel_02_A,Ele Dmg +10%,,
Part_SM_MAL_Barrel_02_B,Ele Dmg +10%,,
Part_SM_MAL_Barrel_02_C,"Proj Speed +30%, Melee Dmg +60%",,
Part_SM_MAL_Barrel_03_A,Dmg +10%,,
Part_SM_MAL_Barrel_03_B,Dmg +10%,,
Part_SM_MAL_Barrel_03_C,Mag Size +10%,,
Part_SM_MAL_Barrel_Crit,"Crit Dmg +150%, Dmg +25%",,
Part_SM_MAL_Barrel_Cutsman,"Splash Dmg Radius +5, Dmg +300%",Acc +60%,
Part_SM_MAL_Barrel_Devoted,Mag Size +30,"Acc +80%, Dmg -20%, Reload Time +50%",
Part_SM_MAL_Barrel_ETech,Mag Size +20%,,
Part_SM_MAL_Barrel_ETech_A,"Proj Speed +20%, Recoil Width -25%, Recoil Height -25%",,
Part_SM_MAL_Barrel_Egon,Dmg -25%,,
Part_SM_MAL_Barrel_Tsunami,"Ele Dmg +50%, Weapon Sway -20%, Ele Chance +50%, Acc Bloom -35%",,
Part_SM_MAL_Barrel_westergun,Splash Dmg Radius +75,,
Part_SM_MAL_Barrel_KybsWorth,"Splash Dmg Radius +75, Reload Time -10%, Ele Dmg +10%, Ele Chance +15%, Dmg +10%",,
Part_SM_MAL_Barrel_KybsWorth_Shield,"Proj Speed +30%, Melee Dmg +60%",,
Part_SM_MAL_Barrel_IonLaser,Melee Dmg +40%,Dmg -20%,
Part_SM_MAL_Body,DO NOT REMOVE,,
Part_SM_MAL_Body_A,Charge Duration -20%,,
Part_SM_MAL_Body_B,"Proj Speed +30%, Acc -15%",,
Part_SM_MAL_Body_C,Ele Dmg +10%,,
Part_SM_MAL_Grip_01,"Acc Bloom -30%, Fire Rate +5%",,
Part_SM_MAL_Grip_02,"Ele Dmg +10%, Weapon Sway -30%",,
Part_SM_MAL_Grip_03,"Charge Duration -10%, Acc -10%",,
Part_SM_MAL_Grip_03_A,"Proj per Shot +1, Mag Size +10%","Dmg -24%, Acc Bloom +20%, Acc +21%",
Part_SM_MAL_Mag_01,34 Round,,
Part_SM_MAL_Mag_02,"24 Round, Dmg +10%",,
Part_SM_MAL_Mag_03,"44 Round, Dmg -10%",,
Part_SM_MAL_Mag_Cutsman,20 Round,,
Part_SM_MAL_Scope_01,Dmg +5%,,
Part_SM_MAL_Scope_02,Splash Dmg Radius +20%,,
Part_SM_MAL_Scope_03,"2.9x, Proj Speed +15%",,
Part_SM_MAL_Scope_04,Reload Time -5%,,
Part_SM_MAL_Stock_01,"Charge Duration -10%, Fire Rate +5%",,
Part_SM_MAL_Stock_02,"Ele Dmg +10%, Weapon Sway -30%",,
Part_SM_MAL_Stock_03,"Acc Bloom -20%, Dmg +5%",,
Part_SM_TED_Barrel_01_A,Dmg +10%,,
Part_SM_TED_Barrel_01_B,Fire Rate +10%,,
Part_SM_TED_Barrel_01_C,Dmg +10%,,
Part_SM_TED_Barrel_02_A,Fire Rate +10%,,
Part_SM_TED_Barrel_02_B,Mag Size +10%,,
Part_SM_TED_Barrel_02_C,Fire Rate +10%,,
Part_SM_TED_Barrel_03_A,Acc -15%,,
Part_SM_TED_Barrel_03_B,Mag Size +10%,,
Part_SM_TED_Barrel_03_C,Acc -15%,,
Part_SM_TED_Barrel_ETech,Mag Size +20%,,
Part_SM_TED_Barrel_ETech_A,"Proj Speed +30%, Mag Size +10%",,
Part_SM_TED_Barrel_NotAFlamethrower,Mag Size +20%,Dmg -20%,
Part_SM_TED_Barrel_SpiderMind,"Dmg +100%, Mag Size +40%",,
Part_SM_TED_Barrel_TenGallon,"Acc -40%, Dmg +70%",,
Part_SM_TED_Body,DO NOT REMOVE,,
Part_SM_TED_Body_A,Splash Dmg Radius +20%,,
Part_SM_TED_Body_B,Mag Size +10%,"Acc +10%, Dmg -5%",
Part_SM_TED_Body_C,Fire Rate +10%,,
Part_SM_TED_Foregrip_01,"Recoil Width -15%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_SM_TED_Foregrip_02,"Splash Dmg Radius +20%, Acc -10%",,
Part_SM_TED_Foregrip_03,"Recoil Height -30%, Dmg +5%",,
Part_SM_TED_Foregrip_04,"Fire Rate +5%, Dmg +5%",,
Part_SM_TED_Grip_01,"Recoil Width -30%, Fire Rate +5%",,
Part_SM_TED_Grip_02,"Acc -20%, Dmg +5%",,
Part_SM_TED_Grip_03,"Weapon Sway -30%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_SM_TED_Grip_04,"Splash Dmg Radius +20%, Proj per Shot +1","Acc +10%, Dmg -20%, Acc Bloom +20%",
Part_SM_TED_Grip_05,"Recoil Height -15%, Acc -20%",,
Part_SM_TED_TypeMod_01,"When thrown, Home in",,
Part_SM_TED_TypeMod_02,"When thrown, Stick",,
Part_SM_TED_TypeMod_03,Splash Dmg Radius +20%,,
Part_SM_TED_TypeMod_04,"When thrown, Bounce",,
Part_SR_DAL_Barrel_01_A,Acc Bloom -25%,,
Part_SR_DAL_Barrel_01_B,Acc -15%,,
Part_SR_DAL_Barrel_01_C,Acc -15%,,
Part_SR_DAL_Barrel_02_A,Recoil Height -25%,,
Part_SR_DAL_Barrel_02_B,Dmg +10%,,
Part_SR_DAL_Barrel_02_C,Dmg +10%,,
Part_SR_DAL_Barrel_03_A,Fire Rate +10%,,
Part_SR_DAL_Barrel_03_B,"Weapon Sway -20%, Recoild Width -25%",,
Part_SR_DAL_Barrel_03_C,Fire Rate +10%,,
Part_SR_DAL_Barrel_BrashisDedication,Recoil Height -50%,Dmg -50%,
Part_SR_DAL_Barrel_ETech,Mag Size +5,,
Part_SR_DAL_Barrel_ETech_A,"Proj Speed +30%, Reload Time -10%",,
Part_SR_DAL_Barrel_ETech_MalaksBane,Mag Size +5,,
Part_SR_DAL_Barrel_WorldDestroyer,Dmg -15%,,
Part_SR_DAL_Barrel_FBolt,"Mag Size +5, Elemental Dmg +70%",,
Part_SR_DAL_Body,DO NOT REMOVE,,
Part_SR_DAL_Body_A,Reload Time -10%,,
Part_SR_DAL_Body_B,Acc -15%,,
Part_SR_DAL_Body_C,Acc -15%,,
Part_SR_DAL_Bolt_A,Reload Time -5%,,
Part_SR_DAL_Bolt_B,Weapon Sway -20%,,
Part_SR_DAL_Foregrip_01,"Recoil Height -30%, Mag Size +10","Dmg -5%, Acc +10%",
Part_SR_DAL_Foregrip_02,"Recoil Width -15%, Acc Bloom -30%",,
Part_SR_DAL_Foregrip_03,"Weapon Sway -30%, Dmg +5%",,
Part_SR_DAL_Foregrip_04,"Acc -10%, Fire Rate +5%",,
Part_SR_DAL_Foregrip_05,"Reload Time -5%, Crit Dmg +10%",,
Part_SR_DAL_Grip_01,"Recoil Width -15%, Recoil Height -15%",,
Part_SR_DAL_Grip_02,"Reload Time -5%, Acc -20%",,
Part_SR_DAL_Grip_03,"Recoil Width -30%, Dmg +5%",,
Part_SR_DAL_Grip_03_A,Crit Dmg +10%,,
Part_SR_DAL_Grip_04,"Weapon Sway -30%, Fire Rate +5%",,
Part_SR_DAL_Grip_05,"Weapon Sway -30%, Recoil Width -30%",,
Part_SR_DAL_Mag_01,"10 Round, Dmg +10%",,
Part_SR_DAL_Mag_02,14 Round,,
Part_SR_DAL_Mag_03,18 Round,Dmg -10%,
Part_SR_DAL_Material_BrashisDedication,Skin,,
Part_SR_DAL_Material_MalaksBane,Skin,,
Part_SR_DAL_WorldDestroyer,Skin,,
Part_SR_DAL_01_Common,Skin,,
Part_SR_DAL_02_Uncommon,Skin,,
Part_SR_DAL_03_Rare,Skin,,
Part_SR_DAL_04_VeryRare,Skin,,
Part_SR_DAL_Mat_Fbolt,Skin,,
Part_SR_DAL_Scope_01,"7.4x,16x",,
Part_SR_DAL_Scope_01_A,Weapon Sway -30%,,
Part_SR_HYP_Barrel_01_A,Acc -15%,,
Part_SR_HYP_Barrel_01_B,Acc -15%,,
Part_SR_HYP_Barrel_01_C,Crit Dmg +10%,Acc Bloom +20%,
Part_SR_HYP_Barrel_02_A,Dmg +10%,,
Part_SR_HYP_Barrel_02_B,Dmg +10%,,
Part_SR_HYP_Barrel_02_C,"Crit Dmg +10%, Melee Dmg +80%",,
Part_SR_HYP_Barrel_02_TwoTime,"Recoil Height -50%, Weapon Shield Cap +50%",Dmg -25%,
Part_SR_HYP_Barrel_03_A,Fire Rate +10%,,
Part_SR_HYP_Barrel_03_B,Fire Rate +10%,,
Part_SR_HYP_Barrel_03_C,Acc -15%,,
Part_SR_HYP_Barrel_ETech,Mag Size +8,,
Part_SR_HYP_Barrel_ETech_A,"Weapon Shield Cap +25%, Crit Dmg +10%",,
Part_SR_HYP_Barrel_Masterwork,"Acc -50%, Crit Dmg +50%, Reload Time -50%, Dmg +250%",,
Part_SR_HYP_Barrel_Woodblocks,Mag Size +10,Dmg -20%,
Part_SR_HYP_Barrel_Tankman,Mag Size +4,,
Part_SR_HYP_Body,DO NOT REMOVE,,
Part_SR_HYP_Body_A,Reload Time -10%,,
Part_SR_HYP_Body_B,Weapon Shield Cap +25%,,
Part_SR_HYP_Body_C,Dmg +10%,,
Part_SR_HYP_Grip_01,Recoil Height -30%,,
Part_SR_HYP_Grip_02,Dmg +5%,,
Part_SR_HYP_Grip_03,Acc -20%,,
Part_SR_HYP_Grip_04,Mag Size +3,"Acc +10%, Dmg -5%",
Part_SR_HYP_Mag_01,10 Round,,
Part_SR_HYP_Mag_02,"7 Round, Dmg +10%",,
Part_SR_HYP_Mag_03,14 Round,Dmg -10%,
Part_SR_HYP_Mag_MasterworkCrossbow,1 Round,Dmg -10%,
Part_SR_HYP_Masterwork,Skin,,
Part_SR_HYP_Mat_TwoTime,Skin,,
Part_SR_HYP_Woodblocks,Skin,,
Part_SR_HYP_Zero,Skin,,
Part_SR_HYP_ZeroForPlayer,Skin,,
Part_SR_HYP_01_Common,Skin,,
Part_SR_HYP_02_Uncommon,Skin,,
Part_SR_HYP_03_Rare,Skin,,
Part_SR_HYP_04_VeryRare,Skin,,
Part_SR_HYP_Tankman,Skin,,
Part_SR_HYP_Rail_02,Weapon Shield Cap +15%,,
Part_SR_HYP_Scope_03,6.6x,,
Part_SR_HYP_Scope_03_A,Crit Dmg +10%,,
Part_SR_HYP_Shield_01,"Fire Rate +5%, Shield",,
Part_SR_HYP_Shield_02,Recoil Height -30%,,
Part_SR_HYP_Shield_03,Crit Dmg +10%,,
Part_SR_HYP_Shield_04,Acc -10%,,
Part_SR_HYP_Stock_01,"Acc -20%, Dmg +5%",,
Part_SR_HYP_Stock_02,Weapon Sway -20%,,
Part_SR_HYP_Stock_03,"Recoil Height -30%, Crit Dmg +10%",,
Part_SR_HYP_Stock_04,"Reload Time -5%, Fire Rate +5%",,
Part_SR_JAK_Barrel_01_A,Fire Rate +10%,,
Part_SR_JAK_Barrel_01_B,"Weapon Sway -20%, Recoil Width -25%, Recoil Height -25%",,
Part_SR_JAK_Barrel_01_C,Fire Rate +10%,,
Part_SR_JAK_Barrel_02_A,"Melee Dmg +10%, Melee Dmg +80%",,
Part_SR_JAK_Barrel_02_B,Acc -15%,,
Part_SR_JAK_Barrel_02_C,"Weapon Sway -20%, Acc -15%",,
Part_SR_JAK_Barrel_03_A,Dmg +10%,,
Part_SR_JAK_Barrel_03_B,Crit Dmg +10%,,
Part_SR_JAK_Barrel_03_C,Crit Dmg +10%,,
Part_SR_JAK_Barrel_Monocle,"Acc -75%, Recoil Height -50%",Dmg -50%,
Part_SR_JAK_Body,DO NOT REMOVE,,
Part_SR_JAK_Body_A,Dmg +10%,,
Part_SR_JAK_Body_B,Reload Time -10%,,
Part_SR_JAK_Body_C,Fire Rate +10%,,
Part_SR_JAK_Bolt_02,Dmg +25%,,
Part_SR_JAK_Bolt_03,Dmg +10%,,
Part_SR_JAK_Bolt_Headsplosion,Splash Dmg Radius +100,"Dmg -6.2%, Crit Dmg -50%",
Part_SR_JAK_Bolt_IceQueen,"Ele Dmg +50%, Dmg +25%",,
Part_SR_JAK_Foregrip_01,"Recoil Height -30%, Acc -10%",,
Part_SR_JAK_Foregrip_02,"Recoil Width -15%, Recoil Height -30%",,
Part_SR_JAK_Foregrip_03,Crit Dmg +10%,,
Part_SR_JAK_Foregrip_04,"Weapon Sway -30%, Damage +5%",,
Part_SR_JAK_Foregrip_05,"Reload Time -5%, Fire Rate +5%",,
Part_SR_JAK_IceQueen,Skin,,
Part_SR_JAK_MAT_Monocle,Skin,,
Part_SR_JAK_MAterial_Hunter,Skin,,
Part_SR_JAK_Material_Hammerlock,Skin,,
Part_SR_JAK_Material_Headsplosion,Skin,,
Part_SR_JAK_01_Common,Skin,,
Part_SR_JAK_02_Uncommon,Skin,,
Part_SR_JAK_03_Rare,Skin,,
Part_SR_JAK_04_VeryRare,Skin,,
Part_SR_JAK_Mag_01,8 Round,Dmg -10%,
Part_SR_JAK_Mag_02,8 Round,,
Part_SR_JAK_Mag_03,"8 Round, Dmg +10%",,
Part_SR_JAK_Scope_01_A,Acc -20%,,
Part_SR_JAK_Scope_02,"Reload Time -5%, Acc -20%",,
Part_SR_JAK_Scope_02_A,Reload Time -5%,,
Part_SR_JAK_Scope_02_B,Crit Dmg +10%,,
Part_SR_JAK_Scope_03_A,"Recoil Width -25%, Recoil Height -25%",,
Part_SR_JAK_Scope_03_B,Fire Rate +5%,,
Part_SR_JAK_Stock_01,"Acc Bloom -20%, Crit Dmg +10%",,
Part_SR_JAK_Stock_01_A,Recoil Height -15%,,
Part_SR_JAK_Stock_02,"Reload Time -5%, Acc -20%",,
Part_SR_JAK_Stock_02_A,Reload Time -5%,,
Part_SR_JAK_Stock_03,"Recoil Width -30%, Dmg +5%",,
Part_SR_JAK_Stock_03_A,Dmg +5%,,
Part_SR_JAK_Stock_04,"Weapon Sway -30%, Recoil Height -15%",,
Part_SR_JAK_Stock_04_A,Fire Rate +5%,,
Part_SR_JAK_Stock_05,"Acc Bloom -20%, Mag Size +10%",,
Part_SR_JAK_Stock_05_A,Weapon Sway -30%,,
Part_MAL_SR_Barrel_01_A,Fire Rate +10%,,
Part_MAL_SR_Barrel_01_B,Fire Rate +10%,,
Part_MAL_SR_Barrel_01_C,"Charge Duration -20%, Melee Dmg +80%",,
Part_MAL_SR_Barrel_02_A,Dmg +10%,,
Part_MAL_SR_Barrel_02_B,Dmg +10%,,
Part_MAL_SR_Barrel_02_C,Charge Duration -20%,,
Part_MAL_SR_Barrel_03,Splash Dmg Radius +80,,
Part_MAL_SR_Barrel_03_A,Ele Dmg +10%,,
Part_MAL_SR_Barrel_03_B,Ele Chance +15%,,
Part_MAL_SR_Barrel_03_C,Ele Dmg +10%,,
Part_MAL_SR_Barrel_ASMD,"Acc -75%, Splash Dmg Radius +80",Dmg -30%,
Part_MAL_SR_Barrel_ETech,Mag Size +8,,
Part_MAL_SR_Barrel_ETech_A,"Fire Rate +10%, Mag Size +10%",,
Part_MAL_SR_Barrel_FireStorm,Splash Dmg Radius +300,Dmg -30%,
Part_MAL_SR_Barrel_Soleki,Ele Chance +25%,Dmg -25%,
Part_MAL_SR_Barrel_Storm,"Splash Dmg Radius +300, Dmg -30%",,
Part_MAL_SR_Body,DO NOT REMOVE,,
Part_MAL_SR_Body_A,Dmg +10%,,
Part_MAL_SR_Body_B,Reload Time -10%,,
Part_MAL_SR_Body_C,Ele Dmg +10%,,
Part_MAL_SR_Foregrip_01,Charge Duration -10%,,
Part_MAL_SR_Foregrip_02,Weapon Sway -30%,,
Part_MAL_SR_Foregrip_03,Ele Chance +10%,,
Part_MAL_SR_Foregrip_04,Mag Size +2,"Acc +10%, Dmg -5%",
Part_MAL_SR_Foregrip_05,Reload Time -5%,,
Part_MAL_SR_Foregrip_06,Recoil Width -15%,,
Part_MAL_SR_Grip_01,"Weapon Sway -30%, Dmg +5%",,
Part_MAL_SR_Grip_02,"Charge Duration -10%, Acc -20%",,
Part_MAL_SR_Grip_02_A,Acc Blom -20%,,
Part_MAL_SR_Grip_03,"Weapon Sway -30%, Recoil Width -30%",,
Part_MAL_SR_Grip_03_A,Reload Time -5%,,
Part_MAL_SR_Grip_04,"Ele Dmg +10%, Recoil Width -30%",,
Part_MAL_SR_Grip_05,"Weapon Sway -30%, Acc -20%",,
Part_MAL_SR_Grip_05_A,Ele Chance +10%,,
Part_MAL_SR_Grip_06,"Ele Chance +10%, Recoil Width -30%",,
Part_MAL_SR_Grip_07,"Weapon Sway -30%, Reload Time -5%",,
Part_MAL_SR_Mag_01,"6 Round, Dmg +10%",,
Part_MAL_SR_Mag_02,10 Round,,
Part_MAL_SR_Mag_03,14 Round,Dmg -10%,
Part_MAL_SR_Material_01_Common,Skin,,
Part_MAL_SR_Material_02_UnCommon,Skin,,
Part_MAL_SR_Material_03_Rare,Skin,,
Part_MAL_SR_Material_04_VeryRare,Skin,,
Part_MAL_SR_Material_ASMD,Skin,,
Part_MAL_SR_Material_Krakatoa,Skin,,
Part_MAL_SR_Material_LGD_FireStorm,Skin,,
Part_MAL_SR_Material_LGD_Storm,Skin,,
Part_MAL_SR_Material_Soleki,Skin,,
Part_MAL_SR_Scope_01,4.2x,,
Part_MAL_SR_Scope_03,7.7x,,
Part_SR_VLA_Barrel_01_A,Acc Bloom -25%,,
Part_SR_VLA_Barrel_01_B,Fire Rate +10%,,
Part_SR_VLA_Barrel_01_C,Fire Rate +10%,,
Part_SR_VLA_Barrel_02_A,"Reload Time -10%, Acc Bloom -25%",,
Part_SR_VLA_Barrel_02_B,"Acc Bloom -25%, Mag Size +10%",,
Part_SR_VLA_Barrel_02_C,Acc -15%,,
Part_SR_VLA_Barrel_03_A,Dmg +10%,,
Part_SR_VLA_Barrel_03_B,Fire Rate +10%,,
Part_SR_VLA_Barrel_03_C,Dmg +10%,,
Part_SR_VLA_Barrel_ETech,Mag Size +12,,
Part_SR_VLA_Barrel_Lyuda,Crit Dmg +40%,Dmg -20%,
Part_SR_VLA_Barrel_Prison,"Ele Dmg +20%, Dmg +20%",,
Part_SR_VLA_Body,DO NOT REMOVE,,
Part_SR_VLA_Body_A,Dmg +10%,,
Part_SR_VLA_Body_B,Acc Bloom -25%,,
Part_SR_VLA_Body_C,Fire Rate +10%,,
Part_SR_VLA_Foregrip_01,"Reload Time -5%, Acc Bloom -30%",,
Part_SR_VLA_Foregrip_02,"Recoil Height -30%, Mag Size +10%",,
Part_SR_VLA_Foregrip_03,"Recoil Width -15%, Dmg +5%",,
Part_SR_VLA_Foregrip_04,"Weapon Sway -30%, Recoil Width -15%",,
Part_SR_VLA_Foregrip_05,"Acc -10%, Fire Rate +5%",,
Part_SR_VLA_Grip_01,"Weapon Sway -30%, Recoil Width -30%",,
Part_SR_VLA_Grip_02,"Recoil Height -15%, Acc -20%",,
Part_SR_VLA_Grip_03,"Weapon Sway -30%, Fire Rate +5%",,
Part_SR_VLA_Grip_04,"Acc Bloom -20%, Dmg +5%",,
Part_SR_VLA_Grip_05,"Proj per Shot +1, Mag Size +10%","Dmg -24%, Acc Bloom +20%, Acc +21%",
Part_SR_VLA_Mag_01,"15 Round, Dmg +5%",,
Part_SR_VLA_Mag_02,20 Round,Dmg -10%,
Part_SR_VLA_Mag_03,"10 Round, Dmg +26.5%",,
Part_SR_VLA_Scope_01,"7,7x",,
Part_SR_VLA_Scope_01_A,Weapon Sway -30%,,
Part_SR_VLA_Scope_02,5.0X,,
Part_SR_VLA_Scope_02_A,Dmg +5%,,
Part_SR_VLA_Scope_02_B,Dmg +5%,,
Part_SR_VLA_Scope_03,8.2x,,
Part_SR_VLA_Scope_03_A,Mag Size +10%,,
Part_SR_VLA_Scope_03_B,Fire Rate +5%,,
Part_SR_VLA_Underbarrel_01,"Uberbarrel Shotgun , 4 round",,
Part_SR_VLA_Underbarrel_01_A,Uberbarrel Shotgun Mag Size +50%,,
Part_SR_VLA_Underbarrel_02_Double,2 X Underbarrel RPG,,
Part_SR_VLA_Underbarrel_02_Single,Underbarrel RPG,,
Part_SR_VLA_Underbarrel_03,Bipod,,
Part_SR_VLA_Underbarrel_04,"Extra Barrels, Fire Rate +35%",,
Part_SR_VLA_Underbarrel_04_A,Fire Rate +5%,,
Part_SR_VLA_Underbarrel_04_B,Charge Duration -20%,,
Part_SR_VLA_Underbarrel_04_C,Fire Rate +5%,,
Part_ATL_Barrel_01,Splash Dmg Radius +202,,
Part_ATL_Barrel_01_A,Fire Rate +10%,,
Part_ATL_Barrel_01_B,Fire Rate +10%,,
Part_ATL_Barrel_01_C,Dmg +10%,,
Part_ATL_Barrel_02,Splash Dmg Radius +163,,
Part_ATL_Barrel_02_A,"Proj per Shot +1, Acc -15%",,
Part_ATL_Barrel_02_B,Reload Time -10%,,
Part_ATL_Barrel_02_C,Proj per Shot +1,,
Part_ATL_Barrel_03,Splash Dmg Radius +176,,
Part_ATL_Barrel_03_A,"Splash Dmg Radius +20%, Recoil Height -25%",,
Part_ATL_Barrel_03_B,Dmg +10%,,
Part_ATL_Barrel_03_C,"Mag Size +2, Dmg +10%",,
Part_ATL_Barrel_Freeman,"Splash Dmg Radius +176, Dmg +70%",Acc +50%,
Part_ATL_Barrel_RubysWrath,"Splash Dmg Radius +163, Mag Size +7",Reload Time +50%,
Part_ATL_Body,DO NOT REMOVE,,
Part_ATL_Body_A,Dmg +10%,,
Part_ATL_Body_B,Splash Dmg Radius +20%,,
Part_ATL_Body_C,Reload Time -10%,,
Part_ATL_Foregrip_01,Fire Rate +5%,,
Part_ATL_Foregrip_02,Dmg +5%,,
Part_ATL_Foregrip_03,"Splash Dmg Radius +20%, Reload Time -5%",,
Part_ATL_Grip_01,"Splash Dmg Radius +20%, Recoil Height -15%",,
Part_ATL_Grip_02,"Weapon Sway -30%, Fire Rate +5%",,
Part_ATL_Grip_03,"Acc -20%, Dmg +5%",,
Part_ATL_Mag_Pod_01,8 Round,Dmg -10%,
Part_ATL_Mag_Pod_02,"3 Round, Dmg +10%",,
Part_ATL_Mag_Pod_03,6 Round,,
Part_ATL_Marker_01,Marker Grenade,,
Part_ATL_Marker_02,Sticky Puck,,
Part_ATL_Marker_03,Sticky Darts,,
Part_ATL_Marker_Freeman,Sticky Darts,,
Part_ATL_Marker_RubysWrath,Marker Grenade,,
Part_ATL_Material_01_Common,Skin,,
Part_ATL_Material_02_Uncommon,Skin,,
Part_ATL_Material_03_Rare,Skin,,
Part_ATL_Material_04_VeryRare,Skin,,
Part_ATL_Material_Freeman,Skin,,
Part_ATL_Material_RubysWrath,Skin,,
Part_ATL_Scope_01,2.2x,,
Part_ATL_Wire_01,Mag Size +10%,,
Part_ATL_Wire_02,Splash Dmg Radius +20%,,
Part_ATL_Wire_03,"Acc Bloom -25%, Acc -15%",,
Part_HW_COV_Barrel_01_A,Dmg +10%,,
Part_HW_COV_Barrel_01_B,Dmg +10%,,
Part_HW_COV_Barrel_01_C,Heat per Shot -25%,,
Part_HW_COV_Barrel_02,Splash Dmg Radius +300,,
Part_HW_COV_Barrel_02_A,Splash Dmg Radius +20%,,
Part_HW_COV_Barrel_02_B,"Dmg +10%, Melee Dmg +80%",,
Part_HW_COV_Barrel_02_C,Splash Dmg Radius +20%,,
Part_HW_COV_Barrel_03,Splash Dmg Radius +130,,
Part_HW_COV_Barrel_03_A,Proj per Shot +1,,
Part_HW_COV_Barrel_03_B,Acc -15%,,
Part_HW_COV_Barrel_03_C,"Recoil Height -25%, Fire Rate +10%",,
Part_HW_COV_Barrel_ETech,Splash Dmg Radius +275,,
Part_HW_COV_Barrel_HotDrop,"Splash Dmg Radius +300, Acc -50%",,
Part_HW_COV_Barrel_PortaPooper,"Splash Dmg Radius +400, Dmg +45%",,
Part_HW_COV_Barrel_Terror,"Splash Dmg Radius +420, Dmg +25%",,
Part_HW_COV_Body,DO NOT REMOVE,,
Part_HW_COV_Body_A,Heat per Shot -25%,,
Part_HW_COV_Body_B,Dmg +10%,,
Part_HW_COV_Body_C,Heat per Shot -25%,,
Part_HW_COV_Engine_01,Heat per Shot -15%,,
Part_HW_COV_Engine_02,Fire Rate +5%,,
Part_HW_COV_Engine_03,Dmg +5%,,
Part_HW_COV_Grip_01,"Acc -10%, Fire Rate +5%",,
Part_HW_COV_Grip_02,"Splash Dmg Radius +20%, Heat per Shot -15%",,
Part_HW_COV_Grip_03,Dmg +5%,,
Part_HW_COV_Starter_01,Fire Rate +10%,,
Part_HW_COV_Starter_02,Heat per Shot -25%,,
Part_HW_COV_Starter_03,Dmg +10%,,
Part_HW_COV_Tail_01,Acc -20%,,
Part_HW_COV_Tail_02,"Recoil height -15%, Dmg +5%",,
Part_HW_COV_Tail_03,Heat per Shot +75%,,
Part_HW_COV_Tail_04,Fire Rate +5%,,
Part_HW_COV_Tail_05,"Splash Dmg Radius +20%, Heat per Shot -15%",,
Part_HW_COV_Tail_06,"Ele Dmg +10%, Ele Chance +10%",,
Part_HW_TOR_Barrel_01_A,Dmg +10%,,
Part_HW_TOR_Barrel_01_B,Proj Speed +30%,,
Part_HW_TOR_Barrel_01_C,Dmg +10%,,
Part_HW_TOR_Barrel_02,Splash Dmg Radius +420,,
Part_HW_TOR_Barrel_02_A,Proj Speed +30%,,
Part_HW_TOR_Barrel_02_B,Fire Rate +10%,,
Part_HW_TOR_Barrel_02_C,Splash Dmg Radius +20%,,
Part_HW_TOR_Barrel_03,Splash Dmg Radius +495,,
Part_HW_TOR_Barrel_03_A,Proj Speed +30%,,
Part_HW_TOR_Barrel_03_B,Fire Rate +10%,,
Part_HW_TOR_Barrel_03_C,Fire Rate +10%,,
Part_HW_TOR_Barrel_BurgerCannon,"Recoil Width -55%, Splash Dmg Radius +130, Mag Size +6, Recoil Height -55%","Acc +300%, Dmg -40%, Ele Chance -50%",
Part_HW_TOR_Barrel_ETech,"Splash Dmg Radius +300, Reload Time +25%",,
Part_HW_TOR_Barrel_ETech_A,"Ele Dmg +10%, Ele Chance +15%",,
Part_HW_TOR_Barrel_Hive,"Splash Dmg Radius +300, Mag Size +3","Dmg -25%, Reload Time +45%",
Part_HW_TOR_Barrel_RYNO,Splash Dmg Radius +300,"Dmg -20%, Acc +70%, Reload Time +40%",
Part_HW_TOR_Barrel_Rampager,"Splash Dmg Radius +450, Mag Size +6","Dmg -20%, Acc +70%",
Part_HW_TOR_Barrel_Swarm,"Splash Dmg Radius +200, Acc -30%",,
Part_HW_TOR_Barrel_Tunguska,"Mag Size +2, Splash Dmg Radius +50, Acc -30%",Dmg -75%,
Part_HW_TOR_Body,DO NOT REMOVE,,
Part_HW_TOR_Body_A,Proj Speed +30%,,
Part_HW_TOR_Body_B,Dmg +10%,,
Part_HW_TOR_Grip_01,Reload Time -5%,,
Part_HW_TOR_Grip_02,Fire Rate +5%,,
